PROBEID	CHRO	BASEPOS	VALUE
ID_728_4374	3	124124206	-0.1132
ID_729_1186	3	125387636	-0.2401
ID_730_407	3	126333510	-0.0187
ID_731_1050	3	126364072	-0.0289
ID_732_4608	3	127710530	0.1257
ID_733_2072	3	128870410	0.1501
ID_734_765	3	130068279	-0.0499
ID_735_5099	3	131159060	-0.2133
ID_736_5235	3	131486344	0.1548
ID_737_5234	3	131518459	0.0197
ID_738_4473	3	132278344	-0.0288
ID_739_625	3	133505780	-0.0594
ID_740_502	3	134952289	0.0316
ID_741_4071	3	135078657	0.1024
ID_742_4430	3	136308015	0.0327
ID_743_871	3	136329659	0.0334
ID_744_195	3	136404272	-0.0248
ID_745_4248	3	137826226	0.0090
ID_746_418	3	138890662	-0.0675
ID_747_4791	3	140167239	-0.1125
ID_748_567	3	141101301	-0.0806
ID_749_1311	3	142641853	0.0225
ID_750_2456	3	143760376	0.0284
ID_751_2411	3	143774405	0.0039
ID_752_421	3	144134669	0.0511
ID_753_4713	3	145488887	-0.0128
ID_754_71	3	146639723	0.0311
ID_755_2589	3	148599921	0.1175
ID_756_4640	3	149916068	0.0636
ID_757_4156	3	150706656	0.0281
ID_758_1145	3	151814700	-0.0213
ID_759_2637	3	152361527	0.0409
ID_760_4216	3	154022911	-0.0215
ID_761_861	3	155533896	-0.0425
ID_762_556	3	156336757	-0.1029
ID_763_4926	3	157581124	0.1064
ID_764_855	3	158500957	0.0119
ID_765_4595	3	160051087	0.0441
ID_766_874	3	161551110	0.1964
ID_767_4965	3	162799773	0.1309
ID_768_4613	3	164010077	0.1151
ID_769_4308	3	164942615	0.0774
ID_770_4469	3	166380657	0.0481
ID_771_4805	3	167395785	0.0668
ID_772_2491	3	168618015	-0.0570
ID_773_1027	3	169479431	0.0888
ID_774_661	3	170305197	0.1257
ID_775_86	3	170847668	0.1253
ID_776_314A	3	170850026	0.0471
ID_777_1264	3	171239888	0.0863
ID_778_1562	3	171607687	0.0383
ID_779_2501	3	173714147	0.0683
ID_780_924	3	174451658	0.0943
ID_781_4888	3	175815954	0.2002
ID_782_4569	3	176855610	0.0945
ID_783_4899	3	177024200	-0.0761
ID_784_4631	3	177999980	0.0567
ID_785_4005	3	179165908	0.1020
ID_786_2484	3	180410738	-0.0462
ID_787_1402	3	180746165	0.0418
ID_788_4665	3	181911435	0.1166
ID_789_4974	3	183180019	0.1068
ID_790_4775	3	184443316	0.0959
ID_791_1267	3	185422877	0.1519
ID_792_2896	3	185619550	0.1176
ID_793_4009	3	185801598	0.1497
ID_794_2819	3	187241289	0.0590
ID_795_2972	3	187954299	0.0544
ID_796_1167	3	188254642	0.0443
ID_797_2821	3	188463250	0.1974
ID_798_1429	3	188844804	0.0642
ID_799_655	3	189536882	0.1525
ID_800_1277	3	190113041	0.0750
ID_801_241	3	190640314	0.1175
ID_802_2231	3	190787771	0.0342
ID_803_2099	3	190909430	0.1499
ID_804_382	3	191542264	0.1594
ID_805_2030	3	193239236	0.1369
ID_806_2583	3	193452039	0.2604
ID_807_559	3	193559358	0.1527
ID_808_4417	3	194866521	0.1543
ID_809_204	3	195815948	-0.0034
ID_810_2023	3	196779391	-0.1277
ID_811_755	3	198247991	0.0012
ID_812_5557	3	198546204	-0.1255
ID_813_2622	3	198703227	-0.0426
ID_814_5813	3	198732793	0.0265
ID_815_2321	3	198856468	0.0012
ID_816_5540	3	198974513	-0.1159
ID_817_5845	3	199075828	-0.0614
ID_818_5873	3	199175342	-0.0928
ID_819_5513	3	199233279	-0.0741
ID_820_5260	3	199240797	0.0354
ID_821_5562	4	116279	0.0247
ID_822_5783	4	184792	-0.0283
ID_823_5699	4	231081	0.0025
ID_824_5715	4	322243	0.0488
ID_825_5832	4	398023	0.0379
ID_826_5507	4	481071	0.0639
ID_827_5735	4	525408	0.1641
ID_828_5503	4	681290	0.2139
ID_829_5531	4	717129	0.1699
ID_830_5867	4	827362	0.1590
ID_831_5508	4	843932	0.0667
ID_832_5809	4	1026033	0.2386
ID_833_763	4	1087148	0.1257
ID_834_385	4	1152439	0.1377
ID_835_603	4	1255775	0.0892
ID_836_2438	4	1662080	0.1281
ID_837_2606	4	1701066	0.1219
ID_838_161	4	1850792	-0.0124
ID_839_220	4	1926869	-0.0464
ID_840_5912	4	1937368	0.0405
ID_841_5901	4	1937916	0.1109
ID_842_5918	4	1976414	0.1316
ID_843_1339	4	2769584	0.0831
ID_844_2070	4	3056542	0.1441
ID_845_2855	4	3155099	0.0485
ID_846_4670	4	4515378	0.0363
ID_847_4793	4	5497055	-0.0009
ID_848_4187	4	6404350	0.0189
ID_849_4342	4	7607109	0.1870
ID_850_4423	4	8362355	0.1155
ID_851_1227	4	9462647	-0.0150
ID_852_5038	4	10680912	-0.0420
ID_853_4499	4	12089365	0.0032
ID_854_1169	4	13201635	-0.0320
ID_855_4630	4	14669449	0.0335
ID_856_4178	4	15703173	-0.0505
ID_857_1009	4	16895181	-0.1723
ID_858_1422	4	17266906	-0.1153
ID_859_4402	4	18341505	-0.0991
ID_860_4763	4	19537641	-0.1955
ID_861_4322	4	21595366	-0.2130
ID_862_4036	4	22688997	-0.1561
ID_863_62	4	23744062	-0.1516
ID_864_4683	4	25006668	-0.0711
ID_865_4803	4	25880417	-0.1498
ID_866_4606	4	26926477	-0.0892
ID_867_4666	4	28116830	-0.0220
ID_868_5063	4	28924602	-0.0638
ID_869_4513	4	30027422	-0.1900
ID_870_4955	4	30984528	-0.0544
ID_871_830	4	31894479	-0.1658
ID_872_4337	4	33139915	-0.0675
ID_873_4519	4	34279177	-0.1358
ID_874_4119	4	35289093	-0.1054
ID_875_915	4	36272418	-0.1172
ID_876_5347	4	37608311	-0.1172
ID_877_280	4	37874057	-0.0909
ID_878_4825	4	39175245	-0.1109
ID_879_4300	4	40150307	-0.0771
ID_880_4298	4	41348522	-0.0437
ID_881_4900	4	42587773	-0.0020
ID_882_4497	4	43512899	-0.0672
ID_883_4559	4	44701589	-0.2817
ID_884_1362	4	45805438	-0.1183
ID_885_101	4	47786408	0.0617
ID_886_2157	4	48487968	0.1594
ID_887_2234	4	48486163	0.1064
ID_888_3033	4	48508980	-0.0639
ID_889_4213	4	53549621	0.0003
ID_890_144	4	54548157	0.0938
ID_891_527	4	54823443	0.0127
ID_892_2587	4	55605053	-0.0274
ID_893_244	4	55675565	0.0006
ID_894_5613	4	55675555	0.0141
ID_895_2220	4	55754779	0.0148
ID_896_656	4	57532069	-0.0606
ID_897_5315	4	57570602	-0.0212
ID_898_5322	4	57696316	0.0517
ID_899_4416	4	58764933	-0.0118
ID_900_4372	4	60722290	-0.1025
ID_901_1182	4	61756546	0.0093
ID_902_1023	4	62485875	-0.0667
ID_903_1404	4	63592780	-0.0099
ID_904_4771	4	64635211	-0.1026
ID_905_2093	4	65853197	-0.1217
ID_906_4081	4	65853187	-0.0819
ID_907_4080	4	66516742	-0.0482
ID_908_4869	4	67668814	-0.0377
ID_909_4196	4	68839294	0.0440
ID_910_4435	4	69840582	0.0360
ID_911_4454	4	70854035	0.0225
ID_912_1231	4	71803899	-0.0142
ID_913_4774	4	73449948	0.1425
ID_914_1	4	74595407	0.1066
ID_915_2362	4	74980259	0.1836
ID_916_2327	4	75002357	0.2128
ID_917_2490	4	75059839	-0.0380
ID_918_4001	4	76360024	0.1020
ID_919_4810	4	77299186	0.0215
ID_920_4157	4	78392838	-0.0792
ID_921_4243	4	79561058	-0.0347
ID_922_4023	4	80452725	0.0036
ID_923_5352	4	81352164	0.0959
ID_924_5282	4	81454633	0.0455
ID_925_324	4	81600867	-0.0512
ID_926_1318	4	83636926	-0.1895
ID_927_1427	4	85681017	-0.1016
ID_928_4391	4	87153302	-0.0961
ID_929_2844	4	88316856	-0.1092
ID_930_175	4	88989563	-0.0691
ID_931_2684	4	89155226	-0.1660
ID_932_2990	4	89282538	-0.2413
ID_933_2909	4	89301182	-0.1682
ID_934_807	4	90310142	-0.0801
ID_935_4567	4	91468512	-0.0212
ID_936_4937	4	92366924	-0.0679
ID_937_5084	4	92515087	-0.0610
ID_938_4261	4	93568442	-0.0992
ID_939_4886	4	94404450	-0.1340
ID_940_5125	4	95586772	-0.1728
ID_941_4733	4	96372257	-0.1913
ID_942_1025	4	97448906	-0.1651
ID_943_2639	4	99398646	-0.1533
ID_944_2151	4	100043522	-0.0303
ID_945_1511	4	100231506	-0.1523
ID_946_821	4	100387466	-0.1644
ID_947_1508	4	100721227	-0.1619
ID_948_5003	4	101991793	-0.1180
ID_949_4778	4	103059054	-0.0775
ID_950_4367	4	103826961	-0.0387
ID_951_4539	4	105105458	-0.0440
ID_952_4531	4	106133329	-0.0108
ID_953_4843	4	107081955	-0.0363
ID_954_4512	4	108319541	-0.1436
ID_955_2436	4	109210507	-0.0825
ID_956_2784	4	109325921	0.0290
ID_957_1567	4	110860622	-0.0560
ID_958_701	4	111454126	-0.1314
ID_959_106	4	111729076	-0.0536
ID_960_4206	4	113242410	-0.1530
ID_961_1058	4	114406263	-0.1321
ID_962_4496	4	115501404	-0.0525
ID_963_5062	4	116486765	-0.0534
ID_964_4026	4	117731664	-0.1012
ID_965_4445	4	118585533	0.0224
ID_966_4975	4	119907322	-0.0642
ID_967_4635	4	120673288	-0.0661
ID_968_685	4	121682615	-0.0710
ID_969_2091	4	123005270	-0.0676
ID_970_767	4	123551521	-0.1936
ID_971_1330	4	123843916	-0.1092
ID_972_714	4	124008050	-0.1893
ID_973_974	4	125068228	-0.0738
ID_974_4651	4	126248188	-0.0710
ID_975_4302	4	127813873	-0.0694
ID_976_4488	4	130252346	-0.0846
ID_977_982	4	131210571	-0.1369
ID_978_5001	4	132334374	-0.1103
ID_979_4350	4	133364406	-0.0292
ID_980_4246	4	134680473	0.0450
ID_981_4384	4	135659145	-0.0390
ID_982_4263	4	136797647	-0.0135
ID_983_4389	4	137811163	-0.1615
ID_984_5016	4	138770522	-0.0797
ID_985_1361	4	139904202	-0.0380
ID_986_229	4	140986892	-0.1491
ID_987_988	4	140986882	-0.1878
ID_988_4324	4	142146922	-0.0882
ID_989_4226	4	143239487	-0.1363
ID_990_4706	4	144315110	-0.1227
ID_991_4554	4	145447547	-0.1388
ID_992_4165	4	146406909	-0.1335
ID_993_1273	4	147328110	-0.1267
ID_994_2218	4	147811193	-0.0443
ID_995_816	4	149225978	-0.1241
ID_996_858	4	149539898	-0.0093
ID_997_4629	4	150729969	-0.1220
ID_998_5061	4	151736751	-0.0949
ID_999_4622	4	152799780	-0.1292
ID_1000_4616	4	153741772	-0.0635
ID_1001_1237	4	154740120	-0.0709
ID_1002_812	4	155400578	-0.0836
ID_1003_1444	4	156224127	-0.0041
ID_1004_4945	4	157606489	-0.0494
ID_1005_4871	4	158770176	0.0241
ID_1006_4521	4	159739662	-0.1033
ID_1007_4408	4	160811474	-0.0624
ID_1008_4422	4	161931529	-0.1368
ID_1009_1100	4	163057353	-0.0297
ID_1010_588	4	163126056	-0.1350
ID_1011_4124	4	164654574	-0.1535
ID_1012_4287	4	165522020	-0.0510
ID_1013_1366	4	166712039	-0.1103
ID_1014_4101	4	167989581	-0.0900
ID_1015_4734	4	169058646	-0.1451
ID_1016_4696	4	170024276	-0.1274
ID_1017_4739	4	171143238	-0.1032
ID_1018_524	4	172188347	-0.0873
ID_1019_1124	4	172462154	-0.1014
ID_1020_5052	4	173588585	-0.1607
ID_1021_4292	4	174686250	0.0273
ID_1022_4190	4	175888798	-0.0461
ID_1023_4204	4	176926111	-0.1268
ID_1024_1292	4	177786182	-0.0834
ID_1025_1061	4	179615730	-0.2539
ID_1026_4995	4	181868002	-0.0902
ID_1027_4707	4	182525518	-0.0131
ID_1028_5065	4	182874950	0.0560
ID_1029_4314	4	184016445	-0.0682
ID_1030_2663	4	184670258	-0.1986
ID_1031_4835	4	185181380	-0.1012
ID_1032_4948	4	186014791	-0.1144
ID_1033_1263	4	187182201	-0.0727
ID_1034_1079	4	187813422	-0.1243
ID_1035_2077	4	187899440	0.0085
ID_1036_2995	4	187970391	-0.0825
ID_1037_181	4	188577421	-0.1903
ID_1038_509	4	189831694	-0.0982
ID_1039_5668	4	190265219	-0.1083
ID_1040_5655	4	190357752	-0.1321
ID_1041_5817	4	190444644	-0.0053
ID_1042_5607	4	190515923	-0.0795
ID_1043_5700	4	190592196	-0.1446
ID_1044_5789	4	190985250	-0.1410
ID_1045_5853	4	191164037	-0.0210
ID_1046_5777	5	128576	0.2526
ID_1047_3048	5	186276	0.1379
ID_1048_5626	5	477791	0.1981
ID_1049_5262	5	517877	0.3479
ID_1050_5758	5	623015	0.3444
ID_1051_5727	5	675061	0.2365
ID_1052_5720	5	808973	0.1223
ID_1053_5598	5	928538	0.2124
ID_1054_5882	5	1009620	0.2599
ID_1055_2312	5	1296415	0.2875
ID_1056_210	5	1431020	0.2378
ID_1057_331	5	2446900	0.0833
ID_1058_1258	5	2635150	0.1301
ID_1059_1405	5	4099768	0.0683
ID_1060_1068	5	5000945	0.2171
ID_1061_4209	5	6127157	0.0884
ID_1062_4772	5	7154909	0.0515
ID_1063_4536	5	8407997	0.1546
ID_1064_4093	5	9286460	0.1065
ID_1065_5920	5	9551716	0.1333
ID_1066_5941	5	9645043	0.2238
ID_1067_5949	5	9776450	0.0559
ID_1068_5906	5	9786992	0.1061
ID_1069_5942	5	9806845	0.0667
ID_1070_5939	5	9808422	0.1113
ID_1071_5947	5	9815846	0.0693
ID_1072_4280	5	10437878	0.1199
ID_1073_440	5	11474695	0.1290
ID_1074_4808	5	12834447	0.0956
ID_1075_1193	5	14157525	0.0628
ID_1076_734	5	15891296	0.0890
ID_1077_4996	5	17245879	0.2181
ID_1078_423	5	17368193	0.1314
ID_1079_4466	5	18146234	0.0946
ID_1080_4855	5	19350107	0.1087
ID_1081_4702	5	20546058	0.0237
ID_1082_4200	5	21725478	0.0406
ID_1083_4533	5	22746961	0.0959
ID_1084_4259	5	23691318	0.0910
ID_1085_916	5	24725229	0.0841
ID_1086_1294	5	25873923	0.1238
ID_1087_4371	5	27285056	0.1163
ID_1088_4577	5	28288392	0.1342
ID_1089_4088	5	29665965	0.1240
ID_1090_4867	5	30836621	0.0932
ID_1091_1171	5	31828923	-0.0142
ID_1092_4066	5	32819866	0.0664
ID_1093_4286	5	34005737	0.1244
ID_1094_646	5	34959131	0.1433
ID_1095_346	5	36151084	0.1104
ID_1096_1063	5	37270956	-0.0678
ID_1097_516	5	37914452	-0.0069
ID_1098_746	5	39442612	-0.0675
ID_1099_844	5	40317811	0.0438
ID_1100_706	5	41287104	-0.0684
ID_1101_4887	5	42269240	0.0110
ID_1102_4252	5	42577972	-0.1335
ID_1103_4801	5	43458603	0.0714
ID_1104_987	5	44383387	0.0335
ID_1105_2026	5	45461269	-0.0088
ID_1106_4646	5	50746969	0.1030
ID_1107_4690	5	51791141	0.0258
ID_1108_5054	5	52797229	0.0685
ID_1109_4174	5	53947225	-0.0683
ID_1110_4111	5	54737774	0.0341
ID_1111_587	5	55792099	0.0380
ID_1112_1373	5	55974385	-0.0589
ID_1113_441	5	56440479	-0.0925
ID_1114_4184	5	57724086	-0.1721
ID_1115_4288	5	58894256	-0.0108
ID_1116_1278	5	59982945	-0.0427
ID_1117_4115	5	61493260	-0.0632
ID_1118_4338	5	62849146	-0.1020
ID_1119_1233	5	64060969	-0.1439
ID_1120_4008	5	65377155	-0.0480
ID_1121_4377	5	66746425	-0.1389
ID_1122_820	5	68024295	-0.1626
ID_1123_530	5	68789070	-0.1071
ID_1124_4861	5	69012311	-0.1495
ID_1125_5047	5	71393039	-0.1753
ID_1126_2862	5	72405934	-0.0107
ID_1127_1309	5	72445258	-0.0597
ID_1128_2962	5	73978380	-0.0893
ID_1129_383	5	74550558	-0.0178
ID_1130_5012	5	75840622	-0.0217
ID_1131_1137	5	76734125	-0.2072
ID_1132_4044	5	77953335	-0.1329
ID_1133_4477	5	79311247	-0.1857
ID_1134_4508	5	80429669	-0.0864
ID_1135_827	5	81668454	-0.0744
ID_1136_2750	5	82395991	-0.0657
ID_1137_4730	5	83962320	-0.1948
ID_1138_865	5	85442357	-0.0640
ID_1139_33	5	86611689	-0.1000
ID_1140_3036	5	86787692	-0.1802
ID_1141_4087	5	88031851	-0.0589
ID_1142_4741	5	88906852	-0.1369
ID_1143_4598	5	89986661	-0.0465
ID_1144_4933	5	90988931	-0.2061
ID_1145_4789	5	92018097	-0.0495
ID_1146_732	5	93013136	-0.0879
ID_1147_835	5	93697308	0.0069
ID_1148_1289	5	94627083	-0.1221
ID_1149_276	5	95781805	-0.0996
ID_1150_1573	5	96056849	-0.0680
ID_1151_4491	5	97415412	-0.0481
ID_1152_5199	5	99099172	-0.1391
ID_1153_1296	5	99904522	-0.0839
ID_1154_4361	5	100977123	-0.1854
ID_1155_4709	5	102157679	-0.0533
ID_1156_921	5	104268897	-0.1344
ID_1157_4364	5	105512880	-0.0617
ID_1158_411	5	106650613	0.0915
ID_1159_1406	5	106806985	0.0654
ID_1160_568	5	108316575	0.0909
ID_1161_5279	5	108370096	0.0075
ID_1162_4103	5	109565647	0.0380
ID_1163_4064	5	110563641	0.1228
ID_1164_4409	5	111598497	0.1068
ID_1165_5299	5	112171572	0.1480
ID_1166_2565	5	112614653	0.0912
ID_1167_4695	5	114045615	0.0373
ID_1168_542	5	115349506	-0.0879
ID_1169_4065	5	116607504	-0.1977
ID_1170_4106	5	117856984	-0.0042
ID_1171_1326	5	119061499	-0.0517
ID_1172_5026	5	120374356	-0.1282
ID_1173_14	5	121486970	-0.1879
ID_1174_4524	5	122397333	-0.1364
ID_1175_5014	5	122857075	-0.0463
ID_1176_4863	5	124041391	-0.1119
ID_1177_4761	5	125172079	-0.0970
ID_1178_4736	5	126196575	-0.1097
ID_1179_938	5	127235311	-0.2704
ID_1180_5025	5	128536563	-0.0175
ID_1181_4748	5	130068817	0.0029
ID_1182_2610	5	131209399	-0.0509
ID_1183_689	5	131373112	-0.1872
ID_1184_450	5	131429947	-0.0690
ID_1185_5300	5	131616610	-0.0839
ID_1186_190	5	131859251	-0.1455
ID_1187_651	5	131871770	-0.0809
ID_1188_513	5	131975578	-0.0718
ID_1189_1238	5	132222133	-0.1161
ID_1190_5353	5	132281414	-0.0745
ID_1191_4964	5	133565406	-0.1487
ID_1192_1101	5	134546157	-0.1445
ID_1193_2688	5	135298773	-0.1265
ID_1194_1539	5	135446503	-0.1483
ID_1195_4668	5	136646154	-0.0971
ID_1196_366	5	137595524	-0.1820
ID_1197_2820	5	137666220	-0.0945
ID_1198_2418	5	137777166	-0.1454
ID_1199_3008	5	137825250	0.0230
ID_1200_3043	5	137940819	-0.0779
ID_1201_2276	5	137976558	-0.0629
ID_1202_1356	5	139544451	0.1280
ID_1203_2883	5	139726466	0.1118
ID_1204_5681	5	140032115	0.1194
ID_1205_1387	5	140565731	0.1088
ID_1206_2074	5	142685203	-0.0013
ID_1207_5051	5	143703939	-0.0837
ID_1208_5075	5	144825240	-0.0483
ID_1209_4045	5	145854676	-0.0319
ID_1210_4831	5	147007840	-0.0715
ID_1211_4094	5	148081841	-0.1250
ID_1212_2092	5	149042760	0.0585
ID_1213_2170	5	149447386	0.0815
ID_1214_461	5	149514568	-0.0446
ID_1215_4145	5	150571179	-0.0283
ID_1216_2401	5	150834838	0.0444
ID_1217_2516	5	151052036	-0.0470
ID_1218_5345	5	151060849	-0.0257
ID_1219_630	5	151134091	-0.0360
ID_1220_4740	5	152539424	0.0124
ID_1221_1054	5	153819784	0.0435
ID_1222_404	5	155633936	0.0831
ID_1223_1393	5	156344281	-0.0239
ID_1224_1435	5	158543435	-0.0094
ID_1225_2697	5	158709722	-0.0876
ID_1226_2853	5	158832848	-0.0733
ID_1227_4966	5	160273759	-0.0309
ID_1228_4878	5	161499410	-0.0298
ID_1229_2059	5	162838031	-0.0018
ID_1230_351	5	164127888	-0.0286
ID_1231_4317	5	165682598	0.0386
ID_1232_565	5	166942172	0.0386
ID_1233_295	5	168379838	-0.0980
ID_1234_3026	5	168488669	-0.0883
ID_1235_1212	5	168717251	-0.0375
ID_1236_1093	5	170008090	-0.0189
ID_1237_5314	5	170725356	0.0945
ID_1238_4626	5	171566424	0.0379
ID_1239_1301	5	172690613	0.0895
ID_1240_2236	5	174059171	0.1197
ID_1241_223	5	175145443	0.1278
ID_1242_4809	5	176446470	0.0726
ID_1243_4518	5	177544741	0.0376
ID_1244_4602	5	178337509	0.1022
ID_1245_1012	5	179531305	0.0917
ID_1246_5795	5	179870383	0.0428
ID_1247_174	5	179970822	0.1511
ID_1248_5801	5	180085515	0.0210
ID_1249_5530	5	180169545	0.0389
ID_1250_5595	5	180332713	0.0497
ID_1251_2466	5	180435476	0.2227
ID_1252_2864	5	180504440	0.1177
ID_1253_5512	5	180586583	0.0661
ID_1254_5647	6	137020	0.1257
ID_1255_569	6	381625	0.2758
ID_1256_5875	6	523447	0.2189
ID_1257_5797	6	633996	0.2514
ID_1258_5841	6	749776	0.2101
ID_1259_5551	6	851978	0.2188
ID_1260_5689	6	949876	0.3362
ID_1261_5625	6	1020732	0.2688
ID_1262_1035	6	3386798	-0.0658
ID_1263_4050	6	4874398	0.1003
ID_1264_4158	6	5928279	-0.1011
ID_1265_40	6	7183993	0.0138
ID_1266_286	6	7684218	-0.0469
ID_1267_1085	6	8120254	0.0125
ID_1268_4515	6	9409638	0.3596
ID_1269_3018	6	10491982	0.0496
ID_1270_1596	6	10990788	-0.0732
ID_1271_5276	6	11417416	-0.0319
ID_1272_1316	6	13622928	0.0563
ID_1273_814	6	14083081	0.0319
ID_1274_4164	6	15519165	-0.0312
ID_1275_771	6	16507174	-0.0153
ID_1276_1159	6	16640457	-0.0166
ID_1277_2407	6	18239268	0.1870
ID_1278_2464	6	18282924	0.0235
ID_1279_95	6	18382789	-0.0581
ID_1280_4509	6	19527988	-0.0101
ID_1281_5102	6	20780189	-0.0153
ID_1282_4973	6	21853855	0.0176
ID_1283_4471	6	22756204	0.0400
ID_1284_4446	6	23782022	-0.0482
ID_1285_5000	6	25031399	0.0769
ID_1286_358	6	26058600	-0.0929
ID_1287_482	6	26246125	-0.0295
ID_1288_1270	6	26550597	0.0518
ID_1289_134	6	27990506	-0.0530
ID_1290_427	6	28984422	-0.0382
ID_1291_5357	6	30000596	-0.1286
ID_1292_781	6	30048044	-0.0537
ID_1293_184	6	30361388	0.0150
ID_1294_5365	6	31418444	-0.0286
ID_1295_2835	6	31605224	0.0075
ID_1296_2279	6	31671249	0.0368
ID_1297_2621	6	31660399	0.0601
ID_1298_2721	6	31672036	0.0055
ID_1299_506	6	31773084	-0.0046
ID_1300_673	6	31802095	0.0810
ID_1301_330	6	32242442	-0.0184
ID_1302_319	6	32249904	-0.0176
ID_1303_1161	6	32425096	-0.0588
ID_1304_2025	6	32939284	0.0482
ID_1305_2086	6	32969351	0.1083
ID_1306_313	6	33280225	0.0134
ID_1307_2985	6	33673740	-0.0015
ID_1308_1223	6	34691232	0.0079
ID_1309_300	6	35495367	0.0370
ID_1310_2528	6	35540778	0.0840
ID_1311_2061	6	36089572	0.1632
ID_1312_2044	6	36135140	0.1133
ID_1313_2100	6	36460878	0.0921
ID_1314_2828	6	36512104	-0.0016
ID_1315_2388	6	36789761	0.0175
ID_1316_5335	6	37224355	-0.0335
ID_1317_368	6	37266357	-0.0095
ID_1318_305	6	37634083	-0.0844
ID_1319_1375	6	38847357	0.3025
ID_1320_4228	6	40282612	-0.0183
ID_1321_1527	6	41363317	-0.0573
ID_1322_185	6	42034741	-0.0309
ID_1323_1133	6	42351677	-0.0549
ID_1324_1599	6	42760473	-0.0248
ID_1325_2106	6	43184170	0.0861
ID_1326_726	6	43215450	0.0058
ID_1327_2827	6	43684955	-0.0325
ID_1328_2996	6	43716622	-0.0345
ID_1329_579	6	44045131	0.0414
ID_1330_2095	6	44276611	0.1449
ID_1331_2958	6	44370843	-0.0244
ID_1332_595	6	44478771	-0.0458
ID_1333_2651	6	45639711	0.0246
ID_1334_2568	6	45666319	-0.0009
ID_1335_560	6	47022684	0.0546
ID_1336_4708	6	48180982	0.0641
ID_1337_5033	6	49385369	0.0092
ID_1338_1230	6	50294089	-0.0413
ID_1339_2267	6	50904931	0.1169
ID_1340_4614	6	52036641	0.0137
ID_1341_4427	6	53204862	0.0258
ID_1342_4529	6	54331524	-0.0284
ID_1343_4388	6	55443503	0.0646
ID_1344_525	6	56382709	0.0185
ID_1345_1335	6	56382699	0.0151
ID_1346_4719	6	57483681	-0.0309
ID_1347_998	6	58528216	-0.1174
ID_1348_2397	6	58771204	0.0048
ID_1349_268	6	62432715	0.0591
ID_1350_2698	6	62538894	0.0626
ID_1351_2803	6	63097523	0.0600
ID_1352_1222	6	64351536	-0.0643
ID_1353_4241	6	65549547	-0.0051
ID_1354_4169	6	66621440	0.0322
ID_1355_4864	6	67751402	-0.0355
ID_1356_4969	6	68445494	-0.0348
ID_1357_4662	6	69713907	0.0945
ID_1358_384	6	70816805	-0.0565
ID_1359_1558	6	70973694	-0.0637
ID_1360_4403	6	72141341	0.1070
ID_1361_4325	6	73406876	-0.0199
ID_1362_4365	6	74356191	0.0606
ID_1363_4788	6	74986744	-0.0445
ID_1364_4354	6	75428257	0.0330
ID_1365_1334	6	76568145	0.0492
ID_1366_4717	6	77773117	-0.0159
ID_1367_4478	6	78614300	-0.0492
ID_1368_4484	6	79824459	0.0660
ID_1369_4031	6	80633942	-0.0127
ID_1370_4866	6	81521163	0.0560
ID_1371_1040	6	82678794	-0.0402
ID_1372_4753	6	83990575	-0.0472
ID_1373_1087	6	85087520	0.0037
ID_1374_4551	6	86213979	-0.1158
ID_1375_5055	6	87173267	0.0027
ID_1376_4882	6	88433183	-0.0343
ID_1377_4777	6	90325820	-0.0377
ID_1378_1192	6	91249892	-0.0948
ID_1379_4943	6	92545807	-0.0544
ID_1380_4323	6	93698828	0.0539
ID_1381_1265	6	94793441	-0.0221
ID_1382_4039	6	95995416	0.0153
ID_1383_4562	6	97334375	-0.0156
ID_1384_4205	6	98415593	0.0094
ID_1385_888	6	99495676	0.0239
ID_1386_536	6	99692382	-0.0052
ID_1387_2723	6	100105400	0.0210
ID_1388_4305	6	101560250	0.0085
ID_1389_316	6	102606890	-0.0113
ID_1390_5077	6	103878328	0.0556
ID_1391_4227	6	104807201	0.0690
ID_1392_1308	6	105773844	0.0044
ID_1393_4481	6	107154071	-0.0352
ID_1394_762	6	108613833	0.0318
ID_1395_2551	6	109135977	-0.0137
ID_1396_4072	6	110746547	-0.0087
ID_1397_2349	6	112112827	-0.0344
ID_1398_2518	6	112438344	-0.0482
ID_1399_128	6	113025220	-0.0210
ID_1400_4235	6	114445097	-0.0484
ID_1401_4150	6	115507052	-0.0016
ID_1402_4989	6	116789881	0.0318
ID_1403_329	6	117898339	-0.0596
ID_1404_1037	6	117901197	0.0220
ID_1405_854	6	119685419	0.0273
ID_1406_5073	6	120864209	0.0486
ID_1407_698	6	121796324	0.0110
ID_1408_5064	6	124227770	0.0188
ID_1409_4352	6	125428040	0.0425
ID_1410_4936	6	126416667	0.0343
ID_1411_4522	6	127793912	-0.0157
ID_1412_1055	6	128800734	0.0099
ID_1413_805	6	130261603	-0.0712
ID_1414_4035	6	131382755	0.0515
ID_1415_4744	6	132493288	0.0381
ID_1416_422	6	133610745	0.0532
ID_1417_1110	6	134178637	0.1691
ID_1418_727	6	135563532	-0.0299
ID_1419_1191	6	137184670	-0.0786
ID_1420_2015	6	138063673	-0.0091
ID_1421_984	6	138175566	-0.0435
ID_1422_129	6	140026896	-0.0337
ID_1423_4370	6	141378799	0.0318
ID_1424_4452	6	142550809	0.0152
ID_1425_4442	6	142644216	-0.0258
ID_1426_1325	6	143539171	0.0248
ID_1427_1044	6	144055258	-0.0044
ID_1428_419	6	144304321	0.2081
